t,x,y,z,qw,qx,qy,qz,com_x,com_y,com_z,com_ref_z,tilt,com_ref_y,n_stance,swing_z,trunk_tilt,foot_z,foot_vz,acc_ref_z,e_lin_z,acom_x,acom_y,acom_z,arp_r,arp_p,degraded,cop_lx,cop_ly,slip_l,slip_r,patch_lx,patch_ly,fqp_l_x,fqp_l_y,fqp_l_z,fmj_l_x,fmj_l_y,fmj_l_z,fqp_r_x,fqp_r_y,fqp_r_z,fmj_r_x,fmj_r_y,fmj_r_z,cop_qp_l_x,cop_qp_l_y,fz_qp_l,cop_mj_l_x,cop_mj_l_y,fz_mj_l,cop_qp_r_x,cop_qp_r_y,fz_qp_r,cop_mj_r_x,cop_mj_r_y,fz_mj_r,left_hip_yaw_joint,left_hip_roll_joint,left_hip_pitch_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_yaw_joint,right_hip_roll_joint,right_hip_pitch_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,left_shoulder_pitch_joint,left_elbow_joint,right_shoulder_pitch_joint,right_elbow_joint,tau_left_hip_yaw_joint,tau_left_hip_roll_joint,tau_left_hip_pitch_joint,tau_left_knee_joint,tau_left_ankle_pitch_joint,tau_left_ankle_roll_joint,tau_right_hip_yaw_joint,tau_right_hip_roll_joint,tau_right_hip_pitch_joint,tau_right_knee_joint,tau_right_ankle_pitch_joint,tau_right_ankle_roll_joint,tau_left_shoulder_pitch_joint,tau_left_elbow_joint,tau_right_shoulder_pitch_joint,tau_right_elbow_joint,lim_left_hip_yaw_joint,lim_left_hip_roll_joint,lim_left_hip_pitch_joint,lim_left_knee_joint,lim_left_ankle_pitch_joint,lim_left_ankle_roll_joint,lim_right_hip_yaw_joint,lim_right_hip_roll_joint,lim_right_hip_pitch_joint,lim_right_knee_joint,lim_right_ankle_pitch_joint,lim_right_ankle_roll_joint,lim_left_shoulder_pitch_joint,lim_left_elbow_joint,lim_right_shoulder_pitch_joint,lim_right_elbow_joint
0.0500,-0.00076,0.00000,0.46171,1.00000,0.00000,-0.00201,-0.00000,0.00846,0.00000,0.30071,0.30051,0.00410,0.00005,2,0.03476,0.00410,0.034758,0.00299,-0.3362,-0.0005,-0.0082,0.0063,-0.0689,-0.0003,0.2445,0,0.04900,0.01900,0.0022,0.0021,0.007420,0.069768,-0.0271,0.0202,32.3130,0.0393,0.0192,32.4374,-0.0271,0.0212,32.2702,0.0393,0.0123,32.4033,0.001689,-0.000310,32.3130,0.001222,-0.000274,32.4374,0.001676,-0.000220,32.2702,0.001211,-0.000174,32.4033,-0.00010,0.00013,-0.55192,1.11411,-0.55827,0.00002,0.00010,-0.00016,-0.55192,1.11411,-0.55827,0.00008,0.00017,-0.00010,0.00017,-0.00010,-0.00000,0.00152,-0.03608,-1.34399,0.04872,0.00876,-0.00001,0.00451,-0.03685,-1.34223,0.04821,0.00747,-0.00334,0.00054,-0.00334,0.00054,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0550,-0.00075,0.00000,0.46171,1.00000,0.00000,-0.00197,-0.00000,0.00846,0.00000,0.30071,0.30051,0.00402,0.00006,2,0.03477,0.00402,0.034772,0.00242,-0.3149,-0.0005,-0.0109,0.0070,-0.0640,-0.0004,0.1638,0,0.04900,0.01900,0.0015,0.0012,0.007733,0.069738,-0.0363,0.0226,32.3340,0.0186,0.0215,32.4818,-0.0363,0.0236,32.2819,0.0185,0.0145,32.4393,0.001888,-0.000340,32.3340,0.001534,-0.000304,32.4818,0.001872,-0.000258,32.2819,0.001521,-0.000210,32.4393,-0.00010,0.00012,-0.55221,1.11443,-0.55837,0.00001,0.00010,-0.00017,-0.55221,1.11443,-0.55837,0.00012,0.00017,-0.00008,0.00017,-0.00008,0.00000,0.00203,-0.03146,-1.34159,0.05597,0.00988,-0.00002,0.00496,-0.03240,-1.33944,0.05536,0.00847,-0.00303,0.00049,-0.00304,0.00049,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0600,-0.00074,0.00001,0.46170,1.00000,0.00000,-0.00192,-0.00000,0.00846,0.00000,0.30071,0.30051,0.00394,0.00007,2,0.03478,0.00394,0.034782,0.00195,-0.2971,-0.0005,-0.0123,0.0077,-0.0619,-0.0005,0.0971,0,0.04900,0.01900,0.0013,0.0009,0.007949,0.069708,-0.0406,0.0250,32.3462,0.0060,0.0239,32.5127,-0.0406,0.0260,32.2839,0.0059,0.0166,32.4610,0.002026,-0.000371,32.3462,0.001750,-0.000335,32.5127,0.002007,-0.000295,32.2839,0.001735,-0.000246,32.4610,-0.00010,0.00012,-0.55248,1.11468,-0.55844,0.00000,0.00010,-0.00018,-0.55248,1.11469,-0.55844,0.00015,0.00017,-0.00005,0.00017,-0.00005,0.00001,0.00256,-0.02772,-1.33975,0.06132,0.01099,-0.00003,0.00543,-0.02884,-1.33718,0.06059,0.00948,-0.00281,0.00044,-0.00281,0.00044,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0650,-0.00074,0.00001,0.46170,1.00000,0.00000,-0.00188,-0.00000,0.00846,0.00000,0.30071,0.30051,0.00385,0.00008,2,0.03479,0.00385,0.034791,0.00157,-0.2823,-0.0005,-0.0127,0.0084,-0.0614,-0.0006,0.0423,0,0.04900,0.01900,0.0013,0.0010,0.008103,0.069676,-0.0421,0.0273,32.3531,-0.0014,0.0261,32.5345,-0.0422,0.0283,32.2798,-0.0014,0.0187,32.4727,0.002124,-0.000403,32.3531,0.001903,-0.000366,32.5345,0.002102,-0.000332,32.2798,0.001885,-0.000282,32.4727,-0.00010,0.00011,-0.55273,1.11489,-0.55847,0.00001,0.00010,-0.00019,-0.55273,1.11489,-0.55847,0.00019,0.00017,-0.00003,0.00017,-0.00003,0.00001,0.00312,-0.02461,-1.33827,0.06536,0.01211,-0.00004,0.00593,-0.02593,-1.33524,0.06450,0.01051,-0.00264,0.00039,-0.00264,0.00039,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0700,-0.00073,0.00001,0.46170,1.00000,0.00000,-0.00183,-0.00000,0.00847,0.00000,0.30071,0.30051,0.00375,0.00009,2,0.03480,0.00375,0.034798,0.00126,-0.2702,-0.0005,-0.0127,0.0090,-0.0620,-0.0007,-0.0028,0,0.04900,0.01900,0.0015,0.0011,0.008215,0.069644,-0.0422,0.0295,32.3573,-0.0055,0.0284,32.5504,-0.0422,0.0305,32.2719,-0.0056,0.0207,32.4774,0.002197,-0.000435,32.3573,0.002015,-0.000398,32.5504,0.002172,-0.000369,32.2719,0.001994,-0.000317,32.4774,-0.00010,0.00011,-0.55297,1.11506,-0.55847,0.00002,0.00010,-0.00020,-0.55297,1.11506,-0.55848,0.00022,0.00017,-0.00001,0.00017,-0.00001,0.00001,0.00370,-0.02199,-1.33705,0.06847,0.01322,-0.00004,0.00647,-0.02353,-1.33352,0.06746,0.01156,-0.00250,0.00034,-0.00250,0.00034,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0750,-0.00072,0.00001,0.46170,1.00000,0.00000,-0.00178,-0.00000,0.00847,0.00001,0.30071,0.30051,0.00366,0.00011,2,0.03480,0.00366,0.034803,0.00101,-0.2603,-0.0005,-0.0125,0.0097,-0.0631,-0.0008,-0.0396,0,0.04900,0.01900,0.0016,0.0012,0.008299,0.069611,-0.0414,0.0317,32.3602,-0.0077,0.0305,32.5624,-0.0415,0.0326,32.2618,-0.0078,0.0226,32.4775,0.002252,-0.000468,32.3602,0.002099,-0.000431,32.5624,0.002224,-0.000406,32.2618,0.002074,-0.000353,32.4775,-0.00010,0.00010,-0.55319,1.11519,-0.55846,0.00003,0.00010,-0.00021,-0.55319,1.11519,-0.55846,0.00025,0.00016,0.00001,0.00016,0.00001,0.00002,0.00430,-0.01974,-1.33603,0.07090,0.01434,-0.00005,0.00703,-0.02152,-1.33197,0.06974,0.01262,-0.00237,0.00030,-0.00238,0.00030,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0800,-0.00071,0.00001,0.46169,1.00000,0.00000,-0.00173,-0.00000,0.00847,0.00001,0.30071,0.30051,0.00356,0.00012,2,0.03481,0.00356,0.034808,0.00080,-0.2522,-0.0005,-0.0122,0.0103,-0.0644,-0.0009,-0.0695,0,0.04900,0.01900,0.0017,0.0013,0.008365,0.069578,-0.0403,0.0338,32.3628,-0.0087,0.0326,32.5721,-0.0404,0.0348,32.2506,-0.0088,0.0245,32.4743,0.002296,-0.000502,32.3628,0.002164,-0.000464,32.5721,0.002264,-0.000443,32.2506,0.002136,-0.000388,32.4743,-0.00010,0.00009,-0.55340,1.11529,-0.55843,0.00005,0.00010,-0.00022,-0.55341,1.11530,-0.55843,0.00028,0.00016,0.00003,0.00016,0.00003,0.00002,0.00492,-0.01779,-1.33517,0.07284,0.01546,-0.00005,0.00763,-0.01981,-1.33053,0.07152,0.01369,-0.00226,0.00026,-0.00227,0.00026,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0850,-0.00070,0.00002,0.46169,1.00000,0.00000,-0.00168,-0.00000,0.00847,0.00001,0.30071,0.30051,0.00346,0.00014,2,0.03481,0.00346,0.034811,0.00064,-0.2457,-0.0005,-0.0118,0.0110,-0.0657,-0.0010,-0.0937,0,0.04900,0.01900,0.0018,0.0014,0.008417,0.069544,-0.0391,0.0359,32.3658,-0.0090,0.0347,32.5805,-0.0392,0.0368,32.2388,-0.0091,0.0264,32.4689,0.002333,-0.000536,32.3658,0.002216,-0.000498,32.5805,0.002296,-0.000479,32.2388,0.002184,-0.000424,32.4689,-0.00010,0.00008,-0.55360,1.11537,-0.55839,0.00007,0.00010,-0.00023,-0.55361,1.11538,-0.55839,0.00031,0.00016,0.00004,0.00015,0.00004,0.00002,0.00557,-0.01608,-1.33445,0.07441,0.01659,-0.00006,0.00825,-0.01837,-1.32921,0.07291,0.01478,-0.00216,0.00023,-0.00216,0.00023,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0900,-0.00069,0.00002,0.46169,1.00000,0.00000,-0.00163,-0.00000,0.00848,0.00001,0.30071,0.30051,0.00337,0.00016,2,0.03481,0.00337,0.034814,0.00051,-0.2403,-0.0005,-0.0115,0.0116,-0.0670,-0.0011,-0.1131,0,0.04900,0.01900,0.0019,0.0015,0.008459,0.069509,-0.0380,0.0379,32.3694,-0.0090,0.0367,32.5882,-0.0381,0.0389,32.2268,-0.0091,0.0282,32.4619,0.002363,-0.000571,32.3694,0.002258,-0.000532,32.5882,0.002322,-0.000517,32.2268,0.002222,-0.000460,32.4619,-0.00010,0.00006,-0.55379,1.11543,-0.55834,0.00009,0.00010,-0.00025,-0.55380,1.11544,-0.55835,0.00034,0.00015,0.00006,0.00015,0.00006,0.00002,0.00624,-0.01456,-1.33386,0.07568,0.01773,-0.00006,0.00890,-0.01713,-1.32797,0.07401,0.01589,-0.00206,0.00019,-0.00207,0.00019,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0950,-0.00068,0.00002,0.46169,1.00000,0.00000,-0.00159,-0.00000,0.00848,0.00001,0.30071,0.30051,0.00327,0.00017,2,0.03482,0.00327,0.034816,0.00040,-0.2360,-0.0005,-0.0112,0.0122,-0.0681,-0.0012,-0.1286,0,0.04900,0.01900,0.0020,0.0016,0.008494,0.069475,-0.0369,0.0399,32.3739,-0.0087,0.0386,32.5958,-0.0371,0.0409,32.2147,-0.0089,0.0300,32.4538,0.002389,-0.000606,32.3739,0.002293,-0.000566,32.5958,0.002343,-0.000554,32.2147,0.002253,-0.000496,32.4538,-0.00010,0.00005,-0.55397,1.11548,-0.55829,0.00011,0.00010,-0.00026,-0.55398,1.11548,-0.55829,0.00038,0.00014,0.00007,0.00014,0.00007,0.00002,0.00694,-0.01320,-1.33339,0.07673,0.01887,-0.00007,0.00958,-0.01607,-1.32681,0.07487,0.01701,-0.00197,0.00017,-0.00198,0.00017,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1000,-0.00067,0.00003,0.46169,1.00000,0.00000,-0.00154,-0.00000,0.00848,0.00002,0.30071,0.30051,0.00317,0.00019,2,0.03482,0.00317,0.034818,0.00032,-0.2324,-0.0005,-0.0109,0.0128,-0.0691,-0.0013,-0.1408,0,0.04900,0.01900,0.0021,0.0017,0.008523,0.069440,-0.0361,0.0419,32.3793,-0.0084,0.0405,32.6035,-0.0362,0.0428,32.2027,-0.0085,0.0318,32.4450,0.002411,-0.000642,32.3793,0.002323,-0.000601,32.6035,0.002361,-0.000591,32.2027,0.002278,-0.000532,32.4450,-0.00010,0.00003,-0.55414,1.11551,-0.55823,0.00014,0.00010,-0.00028,-0.55415,1.11552,-0.55824,0.00041,0.00014,0.00009,0.00013,0.00009,0.00002,0.00766,-0.01198,-1.33302,0.07761,0.02002,-0.00007,0.01029,-0.01517,-1.32573,0.07553,0.01815,-0.00189,0.00014,-0.00189,0.00014,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1050,-0.00066,0.00003,0.46169,1.00000,0.00000,-0.00149,-0.00000,0.00848,0.00002,0.30071,0.30051,0.00307,0.00021,2,0.03482,0.00307,0.034819,0.00025,-0.2296,-0.0005,-0.0107,0.0134,-0.0700,-0.0014,-0.1503,0,0.04900,0.01900,0.0022,0.0018,0.008548,0.069404,-0.0353,0.0438,32.3857,-0.0080,0.0423,32.6114,-0.0355,0.0447,32.1907,-0.0082,0.0335,32.4356,0.002430,-0.000678,32.3856,0.002348,-0.000637,32.6114,0.002375,-0.000629,32.1907,0.002298,-0.000568,32.4356,-0.00010,0.00001,-0.55431,1.11553,-0.55817,0.00017,0.00010,-0.00030,-0.55431,1.11554,-0.55818,0.00044,0.00013,0.00010,0.00013,0.00010,0.00002,0.00841,-0.01087,-1.33276,0.07833,0.02119,-0.00007,0.01103,-0.01439,-1.32471,0.07605,0.01930,-0.00181,0.00011,-0.00181,0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
