t,x,y,z,qw,qx,qy,qz,com_x,com_y,com_z,com_ref_z,tilt,com_ref_y,n_stance,swing_z,degraded,cop_lx,cop_ly,cop_qp_l_x,cop_qp_l_y,fz_qp_l,cop_mj_l_x,cop_mj_l_y,fz_mj_l,cop_qp_r_x,cop_qp_r_y,fz_qp_r,cop_mj_r_x,cop_mj_r_y,fz_mj_r,left_hip_yaw_joint,left_hip_roll_joint,left_hip_pitch_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_yaw_joint,right_hip_roll_joint,right_hip_pitch_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,left_shoulder_pitch_joint,left_elbow_joint,right_shoulder_pitch_joint,right_elbow_joint,tau_left_hip_yaw_joint,tau_left_hip_roll_joint,tau_left_hip_pitch_joint,tau_left_knee_joint,tau_left_ankle_pitch_joint,tau_left_ankle_roll_joint,tau_right_hip_yaw_joint,tau_right_hip_roll_joint,tau_right_hip_pitch_joint,tau_right_knee_joint,tau_right_ankle_pitch_joint,tau_right_ankle_roll_joint,tau_left_shoulder_pitch_joint,tau_left_elbow_joint,tau_right_shoulder_pitch_joint,tau_right_elbow_joint,lim_left_hip_yaw_joint,lim_left_hip_roll_joint,lim_left_hip_pitch_joint,lim_left_knee_joint,lim_left_ankle_pitch_joint,lim_left_ankle_roll_joint,lim_right_hip_yaw_joint,lim_right_hip_roll_joint,lim_right_hip_pitch_joint,lim_right_knee_joint,lim_right_ankle_pitch_joint,lim_right_ankle_roll_joint,lim_left_shoulder_pitch_joint,lim_left_elbow_joint,lim_right_shoulder_pitch_joint,lim_right_elbow_joint
0.0800,-0.00062,0.00001,0.46197,1.00000,0.00000,-0.00154,0.00000,0.00849,0.00001,0.30090,0.30051,0.00320,0.00012,2,0.03481,0,0.04900,0.01900,0.002576,-0.000538,31.5513,0.002234,-0.000508,32.5341,0.002544,-0.000420,31.4391,0.002207,-0.000316,32.4368,-0.00010,0.00008,-0.55144,1.11042,-0.55591,0.00007,0.00010,-0.00021,-0.55144,1.11043,-0.55592,0.00025,-0.00022,-0.00001,-0.00022,-0.00001,-0.00016,0.00246,-0.01211,-1.33322,0.07958,0.01641,0.00010,0.00977,-0.01412,-1.32861,0.07827,0.01186,-0.00358,0.00004,-0.00359,0.00004,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0850,-0.00060,0.00002,0.46198,1.00000,0.00000,-0.00148,0.00000,0.00849,0.00001,0.30091,0.30051,0.00308,0.00014,2,0.03481,0,0.04900,0.01900,0.002623,-0.000574,31.5594,0.002296,-0.000541,32.5445,0.002587,-0.000459,31.4325,0.002265,-0.000353,32.4335,-0.00010,0.00007,-0.55154,1.11023,-0.55573,0.00009,0.00010,-0.00022,-0.55154,1.11024,-0.55573,0.00028,-0.00026,0.00000,-0.00026,0.00000,-0.00016,0.00313,-0.01032,-1.33195,0.08123,0.01752,0.00009,0.01037,-0.01259,-1.32674,0.07974,0.01297,-0.00347,0.00000,-0.00349,0.00000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0900,-0.00059,0.00002,0.46199,1.00000,0.00000,-0.00142,0.00000,0.00850,0.00001,0.30092,0.30051,0.00296,0.00016,2,0.03481,0,0.04900,0.01900,0.002661,-0.000610,31.5675,0.002346,-0.000575,32.5543,0.002621,-0.000498,31.4249,0.002311,-0.000389,32.4288,-0.00010,0.00006,-0.55162,1.11003,-0.55554,0.00011,0.00010,-0.00024,-0.55163,1.11004,-0.55555,0.00031,-0.00031,0.00001,-0.00031,0.00001,-0.00016,0.00382,-0.00875,-1.33086,0.08254,0.01864,0.00008,0.01100,-0.01130,-1.32501,0.08088,0.01409,-0.00337,-0.00003,-0.00339,-0.00003,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0950,-0.00058,0.00002,0.46201,1.00000,0.00000,-0.00136,0.00000,0.00850,0.00001,0.30093,0.30051,0.00284,0.00017,2,0.03482,0,0.04900,0.01900,0.002694,-0.000647,31.5759,0.002387,-0.000609,32.5638,0.002649,-0.000537,31.4167,0.002347,-0.000425,32.4228,-0.00010,0.00004,-0.55171,1.10982,-0.55535,0.00014,0.00010,-0.00025,-0.55171,1.10983,-0.55536,0.00034,-0.00035,0.00002,-0.00035,0.00002,-0.00016,0.00453,-0.00735,-1.32992,0.08360,0.01978,0.00008,0.01166,-0.01020,-1.32340,0.08175,0.01523,-0.00327,-0.00006,-0.00329,-0.00006,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1000,-0.00056,0.00003,0.46202,1.00000,0.00000,-0.00130,0.00000,0.00850,0.00001,0.30095,0.30051,0.00272,0.00019,2,0.03482,0,0.04900,0.01900,0.002721,-0.000685,31.5846,0.002421,-0.000644,32.5733,0.002672,-0.000577,31.4080,0.002377,-0.000462,32.4159,-0.00010,0.00003,-0.55178,1.10960,-0.55516,0.00016,0.00010,-0.00027,-0.55179,1.10962,-0.55517,0.00037,-0.00040,0.00003,-0.00040,0.00003,-0.00016,0.00527,-0.00610,-1.32912,0.08446,0.02093,0.00007,0.01235,-0.00926,-1.32189,0.08240,0.01638,-0.00317,-0.00009,-0.00320,-0.00009,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1050,-0.00055,0.00003,0.46203,1.00000,0.00000,-0.00124,0.00000,0.00851,0.00002,0.30096,0.30051,0.00260,0.00021,2,0.03482,0,0.04900,0.01900,0.002744,-0.000723,31.5937,0.002449,-0.000679,32.5829,0.002690,-0.000617,31.3987,0.002401,-0.000499,32.4082,-0.00010,0.00001,-0.55185,1.10938,-0.55497,0.00019,0.00010,-0.00029,-0.55186,1.10940,-0.55498,0.00040,-0.00045,0.00003,-0.00045,0.00003,-0.00016,0.00603,-0.00497,-1.32844,0.08516,0.02208,0.00007,0.01307,-0.00846,-1.32046,0.08289,0.01754,-0.00308,-0.00011,-0.00311,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1100,-0.00053,0.00003,0.46205,1.00000,0.00000,-0.00118,0.00000,0.00851,0.00002,0.30097,0.30051,0.00248,0.00023,2,0.03482,0,0.04900,0.01900,0.002763,-0.000761,31.6033,0.002473,-0.000715,32.5928,0.002704,-0.000657,31.3891,0.002420,-0.000536,32.3999,-0.00010,-0.00001,-0.55192,1.10916,-0.55478,0.00023,0.00010,-0.00031,-0.55192,1.10918,-0.55480,0.00044,-0.00050,0.00004,-0.00050,0.00004,-0.00016,0.00681,-0.00395,-1.32787,0.08573,0.02325,0.00007,0.01382,-0.00778,-1.31910,0.08324,0.01871,-0.00299,-0.00013,-0.00302,-0.00013,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1150,-0.00052,0.00004,0.46206,1.00000,0.00000,-0.00113,0.00000,0.00851,0.00002,0.30098,0.30051,0.00237,0.00025,2,0.03482,0,0.04900,0.01900,0.002780,-0.000800,31.6133,0.002493,-0.000751,32.6029,0.002716,-0.000697,31.3790,0.002435,-0.000573,32.3910,-0.00010,-0.00003,-0.55198,1.10894,-0.55460,0.00026,0.00010,-0.00033,-0.55198,1.10896,-0.55461,0.00047,-0.00055,0.00004,-0.00055,0.00004,-0.00017,0.00762,-0.00301,-1.32740,0.08619,0.02443,0.00006,0.01459,-0.00720,-1.31781,0.08347,0.01990,-0.00290,-0.00015,-0.00293,-0.00015,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1200,-0.00051,0.00004,0.46207,1.00000,0.00000,-0.00107,0.00000,0.00852,0.00003,0.30099,0.30051,0.00226,0.00028,2,0.03482,0,0.04900,0.01900,0.002794,-0.000839,31.6239,0.002510,-0.000787,32.6134,0.002724,-0.000738,31.3686,0.002446,-0.000611,32.3816,-0.00010,-0.00005,-0.55203,1.10871,-0.55442,0.00030,0.00010,-0.00035,-0.55204,1.10874,-0.55444,0.00051,-0.00060,0.00004,-0.00061,0.00004,-0.00017,0.00845,-0.00214,-1.32702,0.08657,0.02562,0.00006,0.01540,-0.00671,-1.31657,0.08361,0.02110,-0.00282,-0.00017,-0.00285,-0.00017,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1250,-0.00049,0.00005,0.46209,1.00000,0.00000,-0.00102,0.00000,0.00852,0.00003,0.30100,0.30051,0.00215,0.00030,2,0.03482,0,0.04900,0.01900,0.002807,-0.000878,31.6349,0.002525,-0.000823,32.6242,0.002731,-0.000778,31.3578,0.002455,-0.000649,32.3716,-0.00011,-0.00008,-0.55208,1.10849,-0.55424,0.00034,0.00010,-0.00038,-0.55209,1.10852,-0.55426,0.00055,-0.00066,0.00004,-0.00066,0.00004,-0.00017,0.00931,-0.00133,-1.32671,0.08688,0.02682,0.00005,0.01623,-0.00629,-1.31538,0.08367,0.02231,-0.00274,-0.00019,-0.00277,-0.00019,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1300,-0.00048,0.00006,0.46210,1.00000,0.00000,-0.00097,0.00000,0.00852,0.00003,0.30101,0.30051,0.00204,0.00032,2,0.03482,0,0.04900,0.01900,0.002818,-0.000918,31.6465,0.002537,-0.000860,32.6355,0.002736,-0.000820,31.3465,0.002462,-0.000687,32.3612,-0.00011,-0.00010,-0.55213,1.10827,-0.55406,0.00038,0.00010,-0.00040,-0.55214,1.10830,-0.55409,0.00059,-0.00071,0.00004,-0.00071,0.00004,-0.00018,0.01020,-0.00057,-1.32648,0.08714,0.02803,0.00005,0.01709,-0.00594,-1.31422,0.08367,0.02352,-0.00266,-0.00020,-0.00269,-0.00020,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1350,-0.00047,0.00006,0.46211,1.00000,0.00000,-0.00092,0.00000,0.00853,0.00004,0.30102,0.30051,0.00194,0.00035,2,0.03482,0,0.04900,0.01900,0.002827,-0.000957,31.6585,0.002548,-0.000897,32.6472,0.002739,-0.000861,31.3349,0.002467,-0.000726,32.3504,-0.00011,-0.00013,-0.55217,1.10805,-0.55390,0.00042,0.00010,-0.00043,-0.55219,1.10808,-0.55392,0.00064,-0.00076,0.00004,-0.00077,0.00004,-0.00018,0.01111,0.00014,-1.32631,0.08736,0.02925,0.00005,0.01798,-0.00565,-1.31309,0.08361,0.02475,-0.00258,-0.00022,-0.00262,-0.00022,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1400,-0.00045,0.00007,0.46212,1.00000,0.00000,-0.00087,0.00000,0.00853,0.00004,0.30103,0.30051,0.00184,0.00038,2,0.03482,0,0.04900,0.01900,0.002835,-0.000997,31.6710,0.002557,-0.000934,32.6593,0.002740,-0.000903,31.3228,0.002470,-0.000764,32.3390,-0.00011,-0.00016,-0.55222,1.10783,-0.55373,0.00047,0.00010,-0.00046,-0.55223,1.10787,-0.55376,0.00068,-0.00082,0.00003,-0.00082,0.00004,-0.00018,0.01205,0.00082,-1.32620,0.08754,0.03048,0.00004,0.01890,-0.00541,-1.31198,0.08351,0.02599,-0.00251,-0.00023,-0.00255,-0.00023,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1450,-0.00044,0.00008,0.46213,1.00000,0.00000,-0.00082,0.00000,0.00853,0.00005,0.30104,0.30051,0.00174,0.00040,2,0.03482,0,0.04900,0.01900,0.002843,-0.001038,31.6839,0.002565,-0.000972,32.6718,0.002741,-0.000945,31.3104,0.002471,-0.000803,32.3273,-0.00011,-0.00020,-0.55225,1.10762,-0.55357,0.00052,0.00010,-0.00049,-0.55227,1.10766,-0.55360,0.00073,-0.00087,0.00003,-0.00087,0.00003,-0.00019,0.01301,0.00147,-1.32615,0.08769,0.03172,0.00004,0.01984,-0.00522,-1.31090,0.08338,0.02724,-0.00244,-0.00024,-0.00248,-0.00024,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1500,-0.00043,0.00009,0.46215,1.00000,0.00001,-0.00077,0.00000,0.00854,0.00005,0.30105,0.30051,0.00164,0.00043,2,0.03482,0,0.04900,0.01900,0.002849,-0.001078,31.6974,0.002573,-0.001010,32.6848,0.002740,-0.000987,31.2975,0.002472,-0.000843,32.3151,-0.00011,-0.00023,-0.55229,1.10740,-0.55341,0.00057,0.00010,-0.00053,-0.55231,1.10745,-0.55345,0.00078,-0.00092,0.00003,-0.00093,0.00003,-0.00019,0.01400,0.00209,-1.32615,0.08783,0.03297,0.00003,0.02081,-0.00507,-1.30983,0.08321,0.02850,-0.00237,-0.00025,-0.00242,-0.00025,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
